% Model,SOFC - BV-Fick.mph
% Version,COMSOL 6.2.0.339
% Date,"Feb 5 2024, 17:07"
% Table,"Solution 1/Stationary Solver 5, Segregated solver - "
% Iteration number,Error: Current Distribution,"Error: Velocity U_a, Pressure P_a",Error: Mass Fractions,"Error: Velocity U_f, Pressure P_f",Error: Mass Fractions (2)
159,1.8589510006477197E-4,0.00520660878663145,4.900833550834163E-5,0.004703977083569205,1.5843375028623397E-4
160,1.4511233858769128E-4,0.002832878497995701,4.095163088465982E-5,0.0023353974123545523,1.1922306173259036E-4
161,1.1288988265315259E-4,0.001542821038148387,3.415279488850857E-5,0.001154462926145481,8.993162880452702E-5
162,8.759744644005786E-5,8.406638636222343E-4,2.845627762407259E-5,5.680458169645834E-4,6.798559761075401E-5
163,6.784929655600867E-5,4.577880159985258E-4,2.369883877866399E-5,2.779996512871067E-4,5.149938203492704E-5
164,5.249074903875137E-5,2.487204493516409E-4,1.97339566295548E-5,1.353368929957431E-4,3.9083691329228475E-5
165,4.05807211504451E-5,1.3450987775639415E-4,1.6432715362589553E-5,6.58522443857829E-5,2.97117720245614E-5
NaN,NaN,NaN,NaN,NaN,NaN
166,0.18196815536251013,0.03633928697361094,8.16425909818904E-5,0.03578354200332616,3.398587747368653E-4
167,4.73746964624709E-4,0.01939632022134619,6.854982219559345E-5,0.020518767690499057,2.729273352264929E-4
168,2.5283381176516545E-4,0.01057769717466207,5.7751422007128606E-5,0.010290649573148576,2.0473103776857631E-4
169,1.991399130694103E-4,0.005752855470017034,4.839114360851032E-5,0.005132086011243161,1.5405446005627683E-4
170,1.5610499798355377E-4,0.003127551601666475,4.042986528034396E-5,0.002546671524287777,1.1627486817861763E-4
171,1.2193655524194172E-4,0.0017006268573976462,3.371492181163175E-5,0.0012579876470659652,8.799047363805512E-5
172,9.499089743761452E-5,9.243828970667923E-4,2.808870834320783E-5,6.182763839087846E-4,6.673399392837159E-5
173,7.384986102134678E-5,5.015756357772974E-4,2.3390999797008195E-5,3.021391273379914E-4,5.071118915497619E-5
174,5.733259265112768E-5,2.7110648234668187E-4,1.9477382834090208E-5,1.4693128133509386E-4,3.860442088117263E-5
175,4.44703336244276E-5,1.455256586008796E-4,1.6219530153272426E-5,7.165113734221004E-5,2.943428872964441E-5
NaN,NaN,NaN,NaN,NaN,NaN
176,0.1438443520620629,0.040592117640188656,8.004045173737082E-5,0.03795013514256603,3.2878439698451307E-4
177,5.236165432640272E-4,0.02162357255969472,6.703320155960139E-5,0.021884323977795016,2.6579946445683225E-4
178,2.7475962091520013E-4,0.011806560699342798,5.644550654587005E-5,0.011004119386834705,1.999738512450993E-4
179,2.1737913775804149E-4,0.006420824900622295,4.727246943882907E-5,0.0054976426611180185,1.5092805436833093E-4
180,1.7115939862543845E-4,0.0034866755583893043,3.94772469633108E-5,0.002730627327427442,1.1425116871934378E-4
181,1.3423585769812072E-4,0.001891646521761177,3.290750817658892E-5,0.0013490180577595886,8.670509211388521E-5
182,1.0495231547269805E-4,0.0010245640897001893,2.740566929263163E-5,6.627562675637149E-4,6.595075801820706E-5
183,8.18730005616018E-5,5.529972592990891E-4,2.2813567484899753E-5,3.2377839402105677E-4,5.026778670980965E-5
184,6.376885791096524E-5,2.9658411568104446E-4,1.8990336690195773E-5,1.5773201675317125E-4,3.8383693397710514E-5
185,4.96142396507309E-5,1.5738525000485198E-4,1.5809561152140618E-5,7.766435551077711E-5,2.9352730844096816E-5
NaN,NaN,NaN,NaN,NaN,NaN
186,0.1193005241706761,0.045804210705873,7.803847164655475E-5,0.041206153934989435,3.1604379076717576E-4
187,5.838621728629604E-4,0.02433366844450774,6.514221309183455E-5,0.024438756771598433,2.572691150859353E-4
188,3.010510885564392E-4,0.013304280445794608,5.480773281235016E-5,0.012406147083918871,1.9406465707395994E-4
189,2.3912905716086028E-4,0.007233310984986692,4.5865425954208756E-5,0.0062173592254454665,1.4686249742851653E-4
190,1.890528955470439E-4,0.003920854927811806,3.8275768188439836E-5,0.0030885332607139214,1.1151098702726189E-4
191,1.4889040221810165E-4,0.0021200001538822194,3.188592806793588E-5,0.0015232311558355952,8.490833641519966E-5
192,1.1690788018682385E-4,0.0011420699421804288,2.6539767414356526E-5,7.457682713848692E-4,6.48092681920968E-5
193,9.158305004145467E-5,6.114132329653698E-4,2.208029515606565E-5,3.6259973058925366E-4,4.957200545328608E-5
194,7.161919957895352E-5,3.2392971589758474E-4,1.8370150003995223E-5,1.759823945012367E-4,3.79854177456855E-5
195,5.5935294624651796E-5,1.687421133034764E-4,1.5285806481632947E-5,8.715559316177201E-5,2.915174818467509E-5
NaN,NaN,NaN,NaN,NaN,NaN
196,0.10218974524436847,0.05230143168037152,7.564349330616875E-5,0.046213410706611634,3.010476665238997E-4
197,6.553411968009E-4,0.027684829591823834,6.287597073913537E-5,0.027507468515476894,2.4671641815224586E-4
198,3.3278226107884653E-4,0.015158536260376504,5.2835665321436E-5,0.01391313642955774,1.8681476505926758E-4
199,2.657901850824074E-4,0.008235036038241677,4.416762801698936E-5,0.0069396507980845155,1.4192663732323697E-4
200,2.1133629016256274E-4,0.0044505443002670125,3.68202528673812E-5,0.0034342291125104285,1.082022286658888E-4
201,1.6736738754915024E-4,0.0023932720495369875,3.0643050085186606E-5,0.0016863265101240016,8.27349837535075E-5
202,1.3212170156257864E-4,0.0012780710501759357,2.548373668548328E-5,8.212813541408792E-4,6.341968937608609E-5
203,1.0403441899830955E-4,6.750786894971493E-4,2.1184667241566265E-5,3.9730579650267987E-4,4.871893302791898E-5
204,8.176058342283461E-5,3.5031600563736946E-4,1.761178072875549E-5,1.9305960055939774E-4,3.7493685360711836E-5
205,6.416053025218207E-5,1.7660442884485892E-4,1.4644170113212514E-5,9.81357631498863E-5,2.8902158397456493E-5
NaN,NaN,NaN,NaN,NaN,NaN
206,0.08960236966429892,0.060578680534509405,7.277260872825908E-5,0.05001961240487041,2.831361319312431E-4
207,7.384958548093505E-4,0.03191701329841894,6.016816786992834E-5,0.03033873484879202,2.3367991195727178E-4
208,3.721085974711109E-4,0.01749958237598045,5.046845957554645E-5,0.015541917860901342,1.777398063027514E-4
209,2.9906452362492037E-4,0.009489508865947828,4.21215838084815E-5,0.007794706200596799,1.3564521720329885E-4
210,2.3937760129587334E-4,0.005101877166128173,3.505989181428195E-5,0.0038546585769907524,1.0389981094526594E-4
211,1.9079547190094384E-4,0.0027181387501096625,2.9134783822434424E-5,0.0018844816651667126,7.982373198738794E-5
212,1.515390846064733E-4,0.0014299563971351158,2.4196487867175203E-5,9.115138060554826E-4,6.148549009212222E-5
213,1.2002769360133746E-4,7.375803842347001E-4,2.00891994463291E-5,4.384527164080951E-4,4.7468041151421626E-5
214,9.487065173947656E-5,3.6835718845176926E-4,1.6681325609609518E-5,2.151432412108184E-4,3.671564569494761E-5
215,7.486284127418115E-5,1.7405747300384852E-4,1.385504028227245E-5,1.1593234030532961E-4,2.84468786825949E-5
216,5.900407757185087E-5,7.438834109679861E-5,1.1513030179339533E-5,7.507194129858496E-5,2.206541548872982E-5
NaN,NaN,NaN,NaN,NaN,NaN
217,0.07998264890389853,0.07137319457016367,6.736773869857916E-5,0.05727172596167194,2.568263926311833E-4
218,8.27619366220737E-4,0.0373917945484932,5.5313965801654624E-5,0.03508362692598613,2.136595067357407E-4
219,4.145605410434634E-4,0.02052202280061462,4.628082133152572E-5,0.017967366329205117,1.6331918696569435E-4
220,3.3544272819296673E-4,0.011087768676131359,3.853701048923493E-5,0.008958842636894511,1.252485236317637E-4
221,2.704374520431967E-4,0.005907854723639016,3.2002463603673086E-5,0.004394342117010464,9.643347003292665E-5
222,2.1709052532417695E-4,0.0030978514879540747,2.653355827844024E-5,0.0021214666502484838,7.449741324983579E-5
223,1.7365496011614414E-4,0.0015873178368268806,2.198751573411118E-5,0.0010090033371197326,5.7712967998423537E-5
224,1.3851030036312494E-4,7.83550148601268E-4,1.8217246551422895E-5,4.795791575174559E-4,4.481623386957639E-5
225,1.1022467143820805E-4,3.623659451370141E-4,1.5096766692145659E-5,2.4253713541267264E-4,3.487101176351293E-5
226,8.755612760953703E-5,1.4806461697520337E-4,1.251525254098833E-5,1.479570139829552E-4,2.7176575368723554E-5
227,6.944812963423319E-5,4.962760780424661E-5,1.038087641829794E-5,1.1116622648463518E-4,2.1209421338228453E-5
NaN,NaN,NaN,NaN,NaN,NaN
228,0.07242228552175142,0.086158747933243,6.310723986469952E-5,0.06585493723008724,2.314721300514536E-4
229,9.353575821386508E-4,0.04486763418304813,5.1331939599156435E-5,0.04083932818125345,1.9352901107540186E-4
230,4.7834409627585986E-4,0.024614003862894227,4.275989189893495E-5,0.020986188009540465,1.4873759519313845E-4
231,3.900357074219152E-4,0.013189531106503019,3.5461559798076815E-5,0.010422330826881553,1.1474574418262683E-4
