% Model,SOFC - BV-MS.mph
% Version,COMSOL 6.2.0.339
% Date,"Feb 7 2024, 14:08"
% Table,"Solution 1/Stationary Solver 5, Segregated solver - "
% Iteration number,Error: Current Distribution,"Error: Velocity U_a, Pressure P_a",Error: Mass Fractions,"Error: Velocity U_f, Pressure P_f",Error: Mass Fractions (2)
212,2.605274182968356E-4,0.009916248102307682,4.2698870479761735E-4,0.0034882031639652876,0.004686737709081938
213,2.4823804324759254E-4,0.007441186295736058,4.212675048033477E-4,0.003745483416695151,0.004433876108508585
214,2.3654300051348314E-4,0.0055381719698256735,4.1548706059110703E-4,0.00396335333248594,0.004196769115708725
215,2.254052190576488E-4,0.0040993100567216735,4.0969441826409697E-4,0.004046784482660189,0.003973787097517018
216,2.1479285871979715E-4,0.0030350035068569302,4.0392777541507253E-4,0.0040189951381650844,0.0037637546337226076
217,2.0467826340963186E-4,0.0022748958869327285,3.982166871185051E-4,0.0039169864295270475,0.003565727070354607
218,1.950364972652831E-4,0.0017609056305029258,3.9258274516469356E-4,0.0037759512297556998,0.0033789041390307533
219,1.8584483732788745E-4,0.0014421442229356754,3.870411157841864E-4,0.0036151482638739226,0.0032025728213919136
220,1.7708211629515665E-4,0.0012674616522179627,3.8160159597774797E-4,0.0034503910410435086,0.0030360767187124385
221,1.687282770897819E-4,0.0011857103922990584,3.7626979324457526E-4,0.003286799041449288,0.002878810806551803
222,1.607643347953164E-4,0.0011546602750753133,3.710485673722848E-4,0.003127803126074645,0.002730208342441758
223,1.531721553436416E-4,0.0011462587326080084,3.6593863797616414E-4,0.002974964396107182,0.0025897380595817955
224,1.4593438357002827E-4,0.001145245913970499,3.609391329077169E-4,0.00282993119234565,0.002456910218773992
225,1.390345896084484E-4,0.0011445208232947323,3.5604816807443645E-4,0.00269145228397866,0.00233127166031665
226,1.3245716127226618E-4,0.0011413372033770666,3.5126262932837644E-4,0.0025598165367228523,0.0022123998269805256
227,1.2618721856070983E-4,0.0011349853445248518,3.4657925698597305E-4,0.0024342268754055482,0.002099898469457418
228,1.2021053766070502E-4,0.001125650246108435,3.4199444271548957E-4,0.0023144907277438324,0.0019933956397548557
229,1.1451354017466107E-4,0.0011138467404917152,3.3750468881727836E-4,0.002200069051083227,0.0018925456318494784
230,1.090832884448991E-4,0.001100170960211292,3.331063870693417E-4,0.002090928106605173,0.0017970231466681418
231,1.0390741570568771E-4,0.0010851631502603654,3.287957872401974E-4,0.0019869593981695324,0.0017065254477347546
