% Model,SOFC - BV-MS.mph
% Version,COMSOL 6.2.0.339
% Date,"Jan 31 2024, 20:39"
% Table,"Solution 1/Stationary Solver 5, Segregated solver - "
% Iteration number,Error: Current Distribution,"Error: Velocity U_a, Pressure P_a",Error: Mass Fractions,"Error: Velocity U_f, Pressure P_f",Error: Mass Fractions (2)
49,2.2580582393680475E-4,0.0035602130182695916,5.618916656912804E-4,0.0031119515570384223,0.006280802087165457
50,1.7698901630249541E-4,0.0019580971643856507,5.032983142227771E-4,0.0029384393683438963,0.004895112978228818
51,1.3806258881248813E-4,0.001152893278455107,4.5083654154336926E-4,0.0026450847501039436,0.0038178759622750046
52,1.0772808175409526E-4,7.627057871419083E-4,4.0376113154152256E-4,0.0022825495526054844,0.0029790729841088965
53,8.40702960449583E-5,5.751447645596023E-4,3.6178403484448833E-4,0.0019149876727611228,0.0023251312654614695
54,6.561668163298544E-5,4.76051887569249E-4,3.241613363859967E-4,0.001576579587405133,0.0018149165696987855
55,5.1224424647935836E-5,4.1282681474862884E-4,2.9066215587184735E-4,0.0012815222976157942,0.0014166627504348095
56,4.000420911751086E-5,3.652048304837595E-4,2.605872060597457E-4,0.0010323577587768621,9.923058161374263E-4
57,2.498456511712975E-5,3.253536768130031E-4,2.339380719132259E-4,7.53368062965805E-4,8.196253264857453E-4
58,2.0691424720304057E-5,2.9127416126720017E-4,2.098931719644619E-4,5.775870512916442E-4,6.760696775988152E-4
NaN,NaN,NaN,NaN,NaN,NaN
59,0.1380685474833605,0.046713083469418895,0.0014743307550716576,0.03734610758379666,0.016651421837673434
60,7.053434134177902E-4,0.025003773948155922,0.0011207086008820633,0.01803430120986421,0.013765062284474168
61,4.0056043094456156E-4,0.01367476838306842,7.882059646036611E-4,0.007812492065761901,0.010804599377335973
62,3.1655001148291534E-4,0.007378638810479184,6.534992560057748E-4,0.004011298824604765,0.008493638424263665
63,2.49853284956479E-4,0.004063208141556575,5.415135429085739E-4,0.003369535682175016,0.0066853286682541846
64,1.9831088988855717E-4,0.0022178819883156378,4.842087059102811E-4,0.0032166316852358166,0.005269999140989573
65,1.5665268490395022E-4,0.001294952893853436,4.3297672935201044E-4,0.0029393830224496557,0.004157887655144022
66,1.2376564562676805E-4,8.53307189835468E-4,3.871262139095323E-4,0.0025715170765297553,0.0032824057643586284
67,9.778296992661807E-5,6.4512120155701E-4,3.463038761228495E-4,0.002186075578272999,0.0025922290007714234
68,7.724965657329608E-5,5.364583040443695E-4,3.098184640478997E-4,0.0018234787114625476,0.0020476185308722842
69,6.102296827028365E-5,4.6667681623581425E-4,2.7736295335990997E-4,0.0015012220420583169,0.0016176134850229749
70,4.820162815781089E-5,4.132554242732435E-4,2.483182670537007E-4,0.001224098734184786,0.0012779643383311358
71,3.807316455164209E-5,3.6840206780415665E-4,2.2249271570599078E-4,9.909587339956155E-4,9.060418010428473E-4
72,2.3935845731744996E-5,3.288862119817392E-4,1.9941611606140856E-4,7.264434596401686E-4,7.551994298471604E-4
73,1.995800336079339E-5,2.94517260105679E-4,1.7888100556182103E-4,5.605821165236763E-4,6.287026749782596E-4
NaN,NaN,NaN,NaN,NaN,NaN
74,0.11511264718443234,0.054719145538943505,0.001415717421634799,0.04212150249288439,0.016869911722475203
75,7.594932065147332E-4,0.02930813436612466,9.586307324587395E-4,0.02167613968807868,0.014105696050276548
76,4.3942341542118127E-4,0.01587842501370448,7.918833848216411E-4,0.010009211979649803,0.011206659085824135
77,3.50989751923328E-4,0.008584159204129279,6.544821414508696E-4,0.005052173405404071,0.008918177508312456
78,2.810992312490685E-4,0.004725256258775346,5.407219693647762E-4,0.003831043684111639,0.007107995712352732
79,2.262392851888874E-4,0.0025670650773896037,4.8249257372861225E-4,0.003565426776995796,0.005674926696126051
80,1.8129573296175378E-4,0.001496283739803754,4.305478589428913E-4,0.0032877592547655822,0.004535543690173937
81,1.4529676262076764E-4,9.933226256552432E-4,3.8422055363966005E-4,0.0029225703989482995,0.003627650520718333
82,1.1644178948647445E-4,7.613650586903231E-4,3.4304181717059105E-4,0.0025255699762137293,0.0029029961920477975
83,9.330689107326046E-5,6.401867064657882E-4,3.0636606089467946E-4,0.00213952615157983,0.0023239136716342915
84,7.475771056781099E-5,5.601617585251554E-4,2.7377847462454607E-4,0.0017869554523388621,0.001860783853081084
85,5.988662783204964E-5,4.969999256739812E-4,2.4472310607009804E-4,0.0014767629876373237,0.0014901794359560001
